                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.64461,                0.54201,                0.99274,                0.79209,                0.84252,                0.83384,                0.68521,                0.71025,                0.70025,                0.98311,             0.00070278,             0.00070278,             0.00070278
                    156,                0.64154,                0.53664,                0.98964,                 0.7467,                0.87509,                0.83085,                0.68531,                0.70477,                0.70608,                0.99211,             0.00069807,             0.00069807,             0.00069807
                    157,                0.63681,                0.52489,                0.99237,                0.78753,                0.84194,                0.84485,                0.69342,                0.70998,                0.70603,                0.99247,             0.00069335,             0.00069335,             0.00069335
                    158,                0.61841,                0.51389,                0.97665,                0.79447,                0.84982,                0.85082,                0.69749,                0.70086,                0.72117,                0.97992,             0.00068864,             0.00068864,             0.00068864
                    159,                 0.6372,                0.52121,                0.98354,                0.76908,                0.84952,                0.84029,                0.69429,                0.69876,                0.70077,                0.98714,             0.00068392,             0.00068392,             0.00068392
                    160,                0.63064,                0.52479,                0.98965,                0.75667,                0.86579,                0.85051,                0.70219,                0.70019,                0.69319,                0.98444,              0.0006792,              0.0006792,              0.0006792
                    161,                0.62212,                0.54147,                0.98261,                0.79095,                0.84505,                0.84523,                0.69764,                0.69392,                0.71124,                0.98307,             0.00067449,             0.00067449,             0.00067449
                    162,                0.62444,                0.51855,                0.97467,                0.80287,                 0.8536,                0.84995,                0.70085,                0.69505,                0.67704,                0.98238,             0.00066977,             0.00066977,             0.00066977
                    163,                0.63149,                0.51368,                0.98191,                0.79213,                0.84263,                0.85523,                0.70149,                0.69709,                0.66479,                0.97463,             0.00066506,             0.00066506,             0.00066506
                    164,                0.61671,                0.51272,                0.96713,                0.81902,                0.79562,                 0.8436,                0.69747,                0.70109,                0.70666,                0.98326,             0.00066034,             0.00066034,             0.00066034
                    165,                0.64281,                0.53902,                0.98644,                0.78866,                0.83037,                0.84449,                0.69726,                0.68597,                0.68372,                0.97607,             0.00065563,             0.00065563,             0.00065563
                    166,                 0.6314,                0.50467,                0.98033,                0.76515,                0.86174,                0.84363,                 0.7002,                0.68344,                0.69375,                0.98613,             0.00065091,             0.00065091,             0.00065091
                    167,                0.62037,                0.49916,                0.97591,                0.79324,                 0.8386,                0.84587,                0.69857,                0.68317,                0.69996,                0.97629,             0.00064619,             0.00064619,             0.00064619
                    168,                 0.6183,                 0.4903,                0.97635,                0.76948,                0.87275,                0.83748,                0.69463,                0.68454,                0.69057,                0.97096,             0.00064148,             0.00064148,             0.00064148
                    169,                0.61301,                0.50326,                0.97095,                0.77402,                0.86507,                0.83679,                0.69017,                0.69598,                 0.6967,                 0.9822,             0.00063676,             0.00063676,             0.00063676
                    170,                0.62479,                0.50048,                0.97254,                0.78041,                0.86381,                0.83993,                0.69773,                0.69098,                0.71039,                0.98341,             0.00063205,             0.00063205,             0.00063205
                    171,                0.61982,                 0.4938,                0.98136,                0.75566,                0.85485,                0.82445,                0.68549,                 0.7052,                 0.7256,                0.98613,             0.00062733,             0.00062733,             0.00062733
                    172,                 0.6325,                0.50595,                0.98662,                0.75924,                0.85397,                0.84721,                0.70635,                 0.6829,                0.71427,                0.97496,             0.00062262,             0.00062262,             0.00062262
                    173,                0.61569,                0.50833,                0.97401,                0.78451,                0.85318,                0.85239,                0.71234,                 0.6841,                0.68861,                 0.9687,              0.0006179,              0.0006179,              0.0006179
                    174,                0.62555,                0.49282,                0.97603,                0.77197,                0.84678,                 0.8403,                0.69382,                0.69783,                0.70776,                0.98336,             0.00061318,             0.00061318,             0.00061318
                    175,                0.61572,                0.51468,                0.97522,                 0.7874,                0.83447,                0.83807,                0.69247,                0.69487,                0.71582,                0.97614,             0.00060847,             0.00060847,             0.00060847
                    176,                0.62458,                0.49712,                 0.9727,                0.79041,                0.84521,                0.84578,                0.70432,                  0.698,                0.70469,                0.98753,             0.00060375,             0.00060375,             0.00060375
                    177,                0.61727,                0.51515,                 0.9809,                0.76506,                0.87535,                0.84346,                0.69693,                0.70416,                0.70871,                0.99391,             0.00059904,             0.00059904,             0.00059904
                    178,                 0.6018,                0.48512,                0.97606,                 0.7991,                0.84171,                0.84561,                0.70398,                 0.6901,                0.67487,                0.97569,             0.00059432,             0.00059432,             0.00059432
                    179,                 0.6115,                 0.4955,                0.97284,                0.81343,                0.84077,                0.84211,                0.69958,                0.67774,                0.70066,                0.96801,             0.00058961,             0.00058961,             0.00058961
                    180,                0.59177,                0.48778,                0.95545,                0.78959,                0.83239,                0.84525,                0.70061,                0.69407,                 0.7011,                 0.9905,             0.00058489,             0.00058489,             0.00058489
                    181,                0.61194,                0.50006,                0.97051,                0.77454,                0.82062,                 0.8266,                0.68973,                0.68769,                0.73602,                0.98521,             0.00058017,             0.00058017,             0.00058017
                    182,                0.62291,                0.50482,                0.97884,                0.76559,                0.83749,                 0.8317,                0.69467,                0.69193,                0.72491,                 0.9784,             0.00057546,             0.00057546,             0.00057546
                    183,                0.58846,                0.47056,                0.95602,                0.79693,                0.83959,                0.84531,                0.70832,                0.67735,                0.70461,                 0.9792,             0.00057074,             0.00057074,             0.00057074
                    184,                 0.6148,                0.49563,                0.97517,                0.79298,                0.84295,                0.84371,                0.70463,                0.67628,                0.68772,                0.97373,             0.00056603,             0.00056603,             0.00056603
                    185,                0.58838,                0.48753,                0.96505,                0.83594,                0.80429,                0.84053,                0.70298,                0.67446,                0.69652,                0.97293,             0.00056131,             0.00056131,             0.00056131
                    186,                0.61902,                0.49537,                0.98064,                0.80031,                0.84391,                0.84437,                0.69448,                0.68654,                0.68242,                0.98343,              0.0005566,              0.0005566,              0.0005566
                    187,                0.60372,                0.49303,                 0.9646,                0.79408,                0.84225,                0.84718,                0.69769,                 0.6925,                0.68503,                0.99707,             0.00055188,             0.00055188,             0.00055188
                    188,                0.59554,                0.46948,                0.96567,                  0.767,                0.86232,                0.84092,                0.70748,                0.67234,                0.67804,                0.97757,             0.00054716,             0.00054716,             0.00054716
                    189,                0.59669,                0.47233,                0.96461,                0.77576,                0.85811,                 0.8421,                0.69972,                0.68802,                0.69082,                0.98096,             0.00054245,             0.00054245,             0.00054245
                    190,                0.59708,                0.48095,                0.97583,                0.77121,                0.87766,                0.84769,                0.70303,                0.68927,                0.68419,                0.98212,             0.00053773,             0.00053773,             0.00053773
                    191,                0.60064,                0.48363,                0.96988,                0.79503,                0.84689,                0.84978,                0.70618,                0.68028,                0.68299,                 0.9739,             0.00053302,             0.00053302,             0.00053302
                    192,                0.59007,                0.47966,                0.96738,                0.82226,                0.79814,                 0.8381,                0.70194,                0.67465,                0.70268,                0.97014,              0.0005283,              0.0005283,              0.0005283
                    193,                0.59544,                0.46826,                0.96682,                0.76736,                0.85479,                0.84507,                0.70762,                0.67852,                0.69053,                0.96849,             0.00052359,             0.00052359,             0.00052359
                    194,                0.60416,                0.47012,                0.97616,                0.76206,                0.87496,                0.85137,                0.71211,                 0.6774,                0.67266,                 0.9693,             0.00051887,             0.00051887,             0.00051887
                    195,                0.58374,                0.46013,                0.95482,                0.82035,                0.80006,                 0.8436,                0.70202,                0.68583,                0.68999,                0.97472,             0.00051415,             0.00051415,             0.00051415
                    196,                0.58919,                0.47097,                0.96451,                0.79457,                0.83021,                0.84268,                0.70166,                0.67937,                 0.7004,                0.97075,             0.00050944,             0.00050944,             0.00050944
                    197,                0.60052,                0.47618,                0.97056,                0.78809,                0.83942,                0.83871,                0.69836,                0.69525,                0.70263,                0.97544,             0.00050472,             0.00050472,             0.00050472
                    198,                0.59345,                0.46584,                0.95749,                0.77676,                0.83721,                0.83653,                0.69862,                0.68941,                 0.7139,                0.97828,             0.00050001,             0.00050001,             0.00050001
                    199,                0.58195,                0.45777,                0.96098,                0.80135,                0.82302,                0.83385,                0.69785,                0.68403,                 0.7151,                0.97772,             0.00049529,             0.00049529,             0.00049529
                    200,                0.57977,                0.45512,                0.95787,                0.75653,                0.86769,                0.84449,                0.70471,                0.68633,                0.70214,                 0.9763,             0.00049058,             0.00049058,             0.00049058
                    201,                0.59275,                0.46261,                0.96456,                0.77468,                0.84017,                0.84623,                0.70682,                 0.6867,                0.69099,                0.97485,             0.00048586,             0.00048586,             0.00048586
                    202,                0.58877,                0.46883,                 0.9661,                0.78266,                0.83112,                0.83943,                0.69974,                0.70097,                 0.7066,                0.98715,             0.00048114,             0.00048114,             0.00048114
                    203,                0.57983,                0.45526,                0.95552,                0.77997,                0.83505,                0.84215,                0.70049,                0.68729,                0.68841,                0.97805,             0.00047643,             0.00047643,             0.00047643
                    204,                0.57626,                0.44513,                0.95297,                0.76308,                0.86799,                0.84253,                 0.7028,                0.68684,                0.71333,                0.97519,             0.00047171,             0.00047171,             0.00047171
                    205,                0.56773,                0.45128,                0.95535,                0.77206,                0.86048,                0.84324,                0.70765,                0.69035,                0.70295,                0.98345,               0.000467,               0.000467,               0.000467
                    206,                0.59158,                0.46105,                0.95784,                0.78791,                0.84181,                0.84081,                 0.7012,                0.70822,                0.72331,                0.98714,             0.00046228,             0.00046228,             0.00046228
                    207,                 0.5604,                0.44319,                0.95757,                0.76531,                0.86859,                0.83964,                0.70117,                 0.6946,                0.71073,                0.97976,             0.00045757,             0.00045757,             0.00045757
                    208,                0.58317,                0.45296,                0.95114,                 0.7899,                0.83652,                0.83851,                0.70028,                0.69302,                0.71295,                0.98786,             0.00045285,             0.00045285,             0.00045285
                    209,                0.57084,                0.44398,                0.95592,                0.80962,                0.82765,                 0.8431,                 0.7086,                0.68036,                 0.6991,                0.98034,             0.00044813,             0.00044813,             0.00044813
                    210,                0.55865,                0.43596,                0.94519,                0.77455,                0.85616,                0.84027,                0.70721,                0.68001,                0.69425,                0.97523,             0.00044342,             0.00044342,             0.00044342
                    211,                0.56477,                0.45193,                0.95606,                0.77719,                0.84046,                0.83277,                0.69996,                0.67514,                0.70464,                0.97475,              0.0004387,              0.0004387,              0.0004387
                    212,                0.56974,                0.45593,                0.95729,                0.78406,                0.84395,                0.83307,                0.69976,                0.67154,                0.71988,                0.97232,             0.00043399,             0.00043399,             0.00043399
                    213,                0.58251,                0.46024,                0.95724,                0.77492,                0.86858,                0.83882,                0.70741,                0.67398,                0.71681,                0.97098,             0.00042927,             0.00042927,             0.00042927
                    214,                0.56773,                0.44483,                0.95016,                0.79924,                0.81792,                 0.8341,                0.70115,                0.66582,                0.72322,                0.97045,             0.00042456,             0.00042456,             0.00042456
                    215,                  0.575,                 0.4393,                0.95387,                0.78684,                 0.8254,                0.82927,                0.69603,                 0.6712,                0.72795,                0.97593,             0.00041984,             0.00041984,             0.00041984
                    216,                0.56696,                0.44048,                0.95411,                0.76729,                0.84384,                0.83313,                0.69935,                0.67521,                0.73302,                0.97908,             0.00041512,             0.00041512,             0.00041512
                    217,                 0.5706,                0.43224,                0.95225,                0.79226,                0.84269,                0.83676,                0.70054,                0.68256,                0.70639,                0.97749,             0.00041041,             0.00041041,             0.00041041
                    218,                0.57011,                0.44449,                0.95373,                0.80176,                0.83261,                0.83525,                0.70114,                0.67844,                0.72443,                0.97408,             0.00040569,             0.00040569,             0.00040569
                    219,                0.55951,                0.43498,                0.95124,                0.78269,                0.86116,                0.83457,                 0.7004,                0.68111,                0.71024,                0.97649,             0.00040098,             0.00040098,             0.00040098
                    220,                0.56676,                0.43177,                0.95475,                0.78983,                 0.8472,                0.83456,                0.70683,                0.66848,                 0.7132,                0.96682,             0.00039626,             0.00039626,             0.00039626
                    221,                0.56324,                0.43292,                0.95529,                0.80693,                0.83238,                0.84045,                0.71107,                0.66492,                0.69939,                0.96651,             0.00039155,             0.00039155,             0.00039155
                    222,                0.55421,                0.43269,                0.95149,                0.78795,                0.83555,                0.83569,                0.70815,                0.66836,                0.72623,                0.96793,             0.00038683,             0.00038683,             0.00038683
                    223,                0.55903,                0.42911,                0.95249,                0.79839,                0.83406,                0.84067,                0.70659,                0.68101,                 0.7019,                0.97331,             0.00038211,             0.00038211,             0.00038211
                    224,                0.56599,                0.42935,                 0.9526,                0.77121,                 0.8587,                0.84242,                0.70715,                0.68101,                0.70402,                0.97196,              0.0003774,              0.0003774,              0.0003774
                    225,                 0.5623,                0.42949,                0.95471,                0.79123,                 0.8353,                0.83496,                 0.7026,                0.67642,                0.71893,                0.96966,             0.00037268,             0.00037268,             0.00037268
                    226,                0.55581,                0.43157,                0.94508,                  0.797,                0.84767,                0.84389,                0.70848,                0.67901,                0.69357,                0.97446,             0.00036797,             0.00036797,             0.00036797
                    227,                0.54952,                0.43086,                0.94796,                0.76703,                0.85488,                 0.8272,                0.70007,                0.67331,                0.72837,                0.96832,             0.00036325,             0.00036325,             0.00036325
                    228,                0.54559,                0.42027,                 0.9418,                 0.7943,                 0.8429,                0.83861,                0.70073,                 0.6769,                0.72824,                0.97311,             0.00035854,             0.00035854,             0.00035854
                    229,                0.54676,                0.41111,                0.93991,                 0.7798,                0.84716,                0.83163,                0.69623,                0.67942,                0.73936,                0.96831,             0.00035382,             0.00035382,             0.00035382
                    230,                0.56275,                0.43446,                0.94939,                0.80669,                0.84618,                0.84442,                0.70442,                 0.6742,                0.71006,                0.96206,              0.0003491,              0.0003491,              0.0003491
                    231,                0.54641,                0.41808,                0.94521,                0.78147,                0.84806,                0.84892,                0.71673,                0.65942,                0.68708,                 0.9534,             0.00034439,             0.00034439,             0.00034439
                    232,                0.55093,                0.41935,                0.95034,                0.79132,                0.85545,                0.84988,                0.71731,                0.66458,                0.68032,                0.96071,             0.00033967,             0.00033967,             0.00033967
                    233,                0.53364,                0.40981,                0.93977,                0.78869,                0.86026,                0.84722,                0.71363,                0.66464,                0.69247,                0.96443,             0.00033496,             0.00033496,             0.00033496
                    234,                0.55608,                0.43235,                0.95099,                0.81618,                0.82567,                0.84392,                0.70869,                0.66897,                0.69104,                0.96475,             0.00033024,             0.00033024,             0.00033024
                    235,                0.53979,                0.41719,                 0.9411,                0.79103,                0.83995,                0.84754,                0.71377,                0.67398,                0.71149,                0.96695,             0.00032553,             0.00032553,             0.00032553
                    236,                0.54879,                0.41544,                0.94149,                 0.8027,                0.83418,                0.85253,                0.71849,                0.67176,                0.70841,                0.96668,             0.00032081,             0.00032081,             0.00032081
                    237,                0.54605,                0.41961,                 0.9408,                0.77858,                0.84908,                0.84774,                0.71575,                0.66904,                0.70982,                0.96525,             0.00031609,             0.00031609,             0.00031609
                    238,                0.55694,                0.42817,                0.94717,                0.75421,                0.86277,                0.83982,                0.71066,                 0.6693,                0.72119,                0.95972,             0.00031138,             0.00031138,             0.00031138
                    239,                0.53104,                0.40618,                0.92833,                0.78429,                0.84086,                0.84189,                0.70978,                0.67505,                0.73875,                0.96397,             0.00030666,             0.00030666,             0.00030666
                    240,                0.53393,                0.42672,                0.93876,                0.79455,                0.84121,                0.84099,                0.70982,                0.67275,                 0.7213,                0.96196,             0.00030195,             0.00030195,             0.00030195
                    241,                0.54579,                0.42085,                0.94617,                0.78108,                0.85338,                0.84002,                0.71356,                0.65542,                0.70855,                0.95288,             0.00029723,             0.00029723,             0.00029723
                    242,                0.53935,                0.41676,                0.94283,                0.78059,                0.85613,                 0.8406,                0.71317,                0.65985,                0.71439,                0.95564,             0.00029252,             0.00029252,             0.00029252
                    243,                0.54197,                0.41671,                0.94591,                 0.7843,                0.86342,                0.83935,                0.71223,                0.66636,                0.70976,                0.96148,              0.0002878,              0.0002878,              0.0002878
                    244,                0.52152,                0.39513,                0.93461,                0.77484,                0.87166,                0.83978,                0.71153,                0.65748,                0.71547,                 0.9579,             0.00028308,             0.00028308,             0.00028308
                    245,                0.53727,                0.41139,                0.94524,                0.77794,                0.86016,                0.83985,                0.70858,                0.66066,                0.72913,                0.96083,             0.00027837,             0.00027837,             0.00027837
                    246,                0.54281,                0.40819,                0.93518,                0.79517,                 0.8532,                0.84594,                0.71327,                0.66056,                0.72235,                0.96085,             0.00027365,             0.00027365,             0.00027365
                    247,                0.52453,                0.39973,                0.93536,                0.79226,                0.84647,                0.84747,                0.71586,                0.65997,                0.70583,                0.96078,             0.00026894,             0.00026894,             0.00026894
                    248,                0.52715,                0.40448,                0.93309,                0.78223,                 0.8581,                0.84139,                0.70583,                0.66974,                0.72027,                0.96564,             0.00026422,             0.00026422,             0.00026422
                    249,                0.52724,                0.40124,                0.93203,                0.80472,                 0.8319,                0.84967,                0.71684,                0.66476,                0.71142,                0.96609,             0.00025951,             0.00025951,             0.00025951
                    250,                0.52826,                0.39544,                0.93607,                0.80029,                0.84415,                0.84711,                0.71388,                0.65915,                0.71157,                0.96281,             0.00025479,             0.00025479,             0.00025479
                    251,                0.52864,                0.39754,                0.93781,                0.79335,                0.84617,                0.84577,                0.71328,                0.66512,                0.71839,                0.96594,             0.00025007,             0.00025007,             0.00025007
                    252,                0.52177,                0.40038,                0.93503,                0.79569,                0.85751,                0.84514,                0.71309,                0.67523,                0.71461,                0.96743,             0.00024536,             0.00024536,             0.00024536
                    253,                0.52685,                0.39594,                0.93518,                 0.7768,                0.87174,                0.84822,                0.71571,                0.66101,                0.71185,                0.95408,             0.00024064,             0.00024064,             0.00024064
                    254,                0.53618,                0.40852,                0.94199,                0.78928,                0.84425,                0.84837,                0.71368,                0.66953,                0.72023,                0.96092,             0.00023593,             0.00023593,             0.00023593
                    255,                0.51994,                0.39185,                0.93504,                0.78222,                0.86174,                0.84859,                0.71238,                0.67116,                0.71859,                 0.9636,             0.00023121,             0.00023121,             0.00023121
                    256,                0.50159,                0.38979,                0.92601,                 0.7876,                0.86015,                0.84917,                0.71442,                0.67058,                0.72118,                0.96055,              0.0002265,              0.0002265,              0.0002265
                    257,                0.53274,                 0.4045,                0.94191,                0.78749,                0.85728,                0.84637,                0.71236,                0.66216,                0.71302,                0.95974,             0.00022178,             0.00022178,             0.00022178
                    258,                0.50976,                0.39631,                0.92752,                0.79124,                0.85065,                0.84842,                0.71279,                0.66975,                0.71833,                0.96604,             0.00021707,             0.00021707,             0.00021707
                    259,                0.52334,                0.39487,                0.93191,                0.76983,                 0.8697,                0.84692,                0.71403,                0.67122,                0.72458,                0.96422,             0.00021235,             0.00021235,             0.00021235
                    260,                0.51803,                0.39133,                0.93235,                0.79005,                0.85659,                0.83935,                0.70842,                0.67408,                0.71711,                0.96799,             0.00020763,             0.00020763,             0.00020763
                    261,                0.51536,                 0.4012,                0.93086,                0.80168,                0.85954,                0.85088,                0.71584,                0.66495,                0.69104,                0.96784,             0.00020292,             0.00020292,             0.00020292
                    262,                 0.5217,                0.38721,                  0.937,                0.79725,                0.87093,                 0.8507,                0.71823,                0.66394,                0.69681,                0.96602,              0.0001982,              0.0001982,              0.0001982
                    263,                0.51524,                0.39051,                0.93108,                0.81211,                0.84716,                 0.8485,                 0.7143,                 0.6682,                0.70562,                0.96619,             0.00019349,             0.00019349,             0.00019349
                    264,                0.51077,                0.38283,                0.92826,                0.78243,                0.86383,                0.84779,                0.71365,                0.66782,                0.71421,                0.96826,             0.00018877,             0.00018877,             0.00018877
                    265,                0.50716,                0.38881,                 0.9326,                0.76779,                0.86755,                0.85154,                0.71788,                0.66451,                0.70893,                0.96538,             0.00018406,             0.00018406,             0.00018406
                    266,                0.53058,                0.40256,                0.93441,                0.78029,                0.86249,                0.84932,                0.71367,                0.66822,                0.70818,                0.96717,             0.00017934,             0.00017934,             0.00017934
                    267,                0.50996,                0.38017,                0.93101,                0.79017,                0.84643,                0.84098,                0.70423,                0.67836,                0.71596,                0.97088,             0.00017462,             0.00017462,             0.00017462
                    268,                0.50854,                 0.3805,                0.92713,                0.79528,                0.84518,                0.84847,                0.71432,                0.67305,                0.71119,                0.96744,             0.00016991,             0.00016991,             0.00016991
                    269,                0.52028,                0.38965,                0.92795,                0.78879,                0.85536,                0.85218,                0.71394,                0.66653,                0.70825,                0.96111,             0.00016519,             0.00016519,             0.00016519
                    270,                0.50455,                0.38483,                0.92675,                0.79594,                0.85107,                0.84952,                0.71374,                 0.6644,                0.71472,                0.96085,             0.00016048,             0.00016048,             0.00016048
                    271,                0.51207,                0.39531,                 0.9336,                0.78677,                0.86275,                0.84486,                 0.7121,                0.66373,                0.71392,                 0.9612,             0.00015576,             0.00015576,             0.00015576
                    272,                0.52321,                0.40153,                0.94324,                0.77849,                0.85533,                0.84371,                0.71245,                0.66768,                0.70876,                0.96352,             0.00015105,             0.00015105,             0.00015105
                    273,                0.49847,                0.37353,                0.92128,                0.78395,                0.85378,                0.85328,                0.72065,                0.66444,                0.70236,                 0.9609,             0.00014633,             0.00014633,             0.00014633
                    274,                0.50719,                0.38477,                0.93115,                0.79454,                0.85587,                0.85119,                 0.7186,                0.66685,                 0.7205,                0.96421,             0.00014161,             0.00014161,             0.00014161
                    275,                0.50715,                0.38253,                0.93179,                0.81067,                0.83686,                0.84828,                0.71732,                0.66819,                0.71198,                 0.9646,              0.0001369,              0.0001369,              0.0001369
                    276,                0.49672,                0.38179,                  0.924,                0.78264,                0.86194,                0.84059,                0.71004,                0.66786,                0.71674,                0.96371,             0.00013218,             0.00013218,             0.00013218
                    277,                0.49692,                0.37393,                 0.9171,                0.78526,                0.85149,                 0.8405,                0.71029,                0.66703,                0.72074,                0.96654,             0.00012747,             0.00012747,             0.00012747
                    278,                0.49355,                0.37421,                0.92802,                0.77403,                0.86278,                0.84067,                0.70902,                0.66603,                 0.7159,                0.96563,             0.00012275,             0.00012275,             0.00012275
                    279,                 0.5119,                0.38349,                0.93436,                0.79363,                0.84007,                0.83974,                0.70962,                0.66728,                0.72005,                0.96515,             0.00011804,             0.00011804,             0.00011804
                    280,                0.51003,                0.39135,                 0.9287,                0.77576,                0.86306,                 0.8417,                0.71244,                0.66636,                 0.7103,                0.96398,             0.00011332,             0.00011332,             0.00011332
                    281,                 0.4992,                0.37445,                0.92636,                0.78453,                0.85357,                0.84046,                0.70885,                0.66974,                0.72573,                0.96563,              0.0001086,              0.0001086,              0.0001086
                    282,                0.49919,                 0.3736,                0.92435,                0.77801,                 0.8409,                0.83975,                 0.7101,                0.66895,                0.72805,                0.96482,             0.00010389,             0.00010389,             0.00010389
                    283,                0.49429,                0.37326,                0.92444,                0.78219,                0.84528,                0.84352,                 0.7133,                0.66745,                0.71708,                0.96531,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    284,                0.50799,                0.37994,                0.93671,                0.77552,                0.86256,                0.84436,                0.71653,                  0.668,                0.72084,                0.96607,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    285,                0.49424,                0.36856,                0.91756,                0.77618,                0.84992,                0.84435,                0.71609,                0.66784,                0.73376,                0.96632,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    286,                0.48531,                0.36741,                0.92519,                0.77792,                0.84719,                0.84202,                0.71636,                0.66675,                0.72846,                0.96617,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    287,                0.49671,                0.36898,                0.92759,                0.78132,                0.84864,                0.84213,                0.71436,                0.66282,                0.72057,                0.96272,              8.031e-05,              8.031e-05,              8.031e-05
                    288,                0.49566,                0.37364,                0.92042,                0.78519,                0.84401,                0.84455,                0.71594,                0.66124,                0.72339,                0.96132,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    289,                0.49884,                0.37994,                0.92688,                0.78973,                0.84734,                0.84588,                 0.7169,                0.66475,                0.72945,                0.96434,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    290,                0.48961,                 0.3781,                0.92644,                0.79174,                  0.845,                0.84564,                0.71823,                0.66742,                0.72932,                0.96666,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    291,                0.40799,                0.27925,                0.86235,                0.77857,                0.84688,                0.83797,                 0.7074,                0.66811,                0.73292,                0.96764,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    292,                0.38322,                0.25871,                0.85245,                 0.7862,                0.82418,                  0.835,                0.70389,                0.66998,                0.73515,                 0.9692,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    293,                0.39826,                0.26743,                0.86546,                0.78316,                0.83724,                0.84005,                0.70842,                0.66922,                0.73232,                 0.9655,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    294,                0.39516,                0.25823,                0.85275,                0.79542,                0.83587,                0.84352,                 0.7134,                0.66681,                0.72451,                0.96322,               4.73e-05,               4.73e-05,               4.73e-05
                    295,                0.40087,                0.26198,                0.85548,                0.79425,                0.82607,                 0.8447,                0.71207,                0.66706,                0.72301,                0.96223,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    296,                0.39494,                0.26047,                0.85925,                0.79883,                0.82609,                0.84448,                0.71334,                0.66582,                0.72651,                0.96373,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    297,                0.40215,                0.26595,                 0.8566,                0.79638,                0.82843,                0.84614,                0.71512,                0.66579,                0.72773,                 0.9646,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    298,                0.38862,                0.25527,                0.85208,                 0.7941,                0.83417,                0.84562,                0.71362,                0.66471,                0.72358,                0.96334,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    299,                0.39233,                0.26192,                0.85952,                0.77678,                0.85138,                0.84442,                0.71078,                0.66575,                0.72389,                0.96336,             2.3721e-05,             2.3721e-05,             2.3721e-05
                    300,                 0.3915,                0.26548,                0.85526,                0.77388,                0.85829,                0.84513,                0.71468,                 0.6625,                0.72461,                  0.961,             1.9006e-05,             1.9006e-05,             1.9006e-05
