                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.75302,                0.41944,                0.94478,                 0.9366,                0.85848,                0.91912,                0.69757,                0.88016,                0.60185,                0.97203,             0.00041275,             0.00041275,             0.00041275
                    154,                0.77014,                0.43917,                0.95156,                0.92489,                0.86628,                0.91335,                0.69927,                0.88598,                0.61416,                0.97665,              0.0004045,              0.0004045,              0.0004045
                    155,                0.75747,                0.41997,                 0.9423,                0.94111,                0.85459,                0.90982,                0.69413,                0.88662,                0.61236,                0.97979,             0.00039625,             0.00039625,             0.00039625
                    156,                0.76448,                0.42817,                0.94786,                0.93027,                0.85563,                0.90654,                0.69031,                0.88522,                0.62504,                0.97811,             0.00038799,             0.00038799,             0.00038799
                    157,                0.75875,                0.42279,                0.93905,                0.92398,                0.85531,                0.90282,                0.68241,                0.88744,                0.63312,                0.98437,             0.00037974,             0.00037974,             0.00037974
                    158,                0.74656,                0.42386,                0.94518,                0.92524,                0.87314,                0.91056,                0.70105,                0.87962,                0.60322,                0.97813,             0.00037149,             0.00037149,             0.00037149
                    159,                0.75431,                0.42109,                0.93617,                0.93227,                0.88164,                0.91427,                0.70167,                0.88218,                0.59508,                0.97991,             0.00036324,             0.00036324,             0.00036324
                    160,                0.74096,                 0.4183,                0.93973,                0.93716,                0.88955,                0.91715,                0.69896,                0.88033,                0.57799,                 0.9788,             0.00035499,             0.00035499,             0.00035499
                    161,                0.74818,                0.40838,                0.94179,                0.93854,                0.88464,                0.91729,                0.70509,                0.86858,                0.59384,                0.96708,             0.00034674,             0.00034674,             0.00034674
                    162,                0.74462,                0.42127,                0.94248,                 0.9339,                0.87818,                0.91472,                0.70121,                0.87442,                0.58961,                0.97001,             0.00033848,             0.00033848,             0.00033848
                    163,                0.75369,                0.42111,                0.93486,                0.94401,                0.88955,                 0.9137,                0.69535,                 0.8837,                0.58396,                0.98458,             0.00033023,             0.00033023,             0.00033023
                    164,                0.75252,                 0.4217,                0.94157,                 0.9242,                0.89212,                0.91419,                0.69814,                0.87564,                 0.5779,                 0.9748,             0.00032198,             0.00032198,             0.00032198
                    165,                0.75203,                0.42522,                0.94226,                0.93903,                0.87779,                0.91332,                0.70099,                0.87364,                0.58828,                0.97327,             0.00031373,             0.00031373,             0.00031373
                    166,                0.73727,                0.41421,                0.93713,                0.94303,                0.88709,                0.91146,                0.70117,                0.87933,                0.58464,                0.98101,             0.00030548,             0.00030548,             0.00030548
                    167,                0.74043,                 0.4174,                0.94834,                0.94117,                0.88694,                0.91106,                0.69829,                0.86936,                 0.5906,                0.97542,             0.00029723,             0.00029723,             0.00029723
                    168,                0.73977,                0.40986,                0.94133,                0.92566,                0.89708,                0.90423,                0.69865,                0.85731,                0.59278,                0.96517,             0.00028897,             0.00028897,             0.00028897
                    169,                0.72549,                0.40598,                0.93208,                0.93536,                0.88383,                 0.9137,                0.70312,                0.86186,                0.59806,                0.96922,             0.00028072,             0.00028072,             0.00028072
                    170,                0.71145,                0.40823,                0.92959,                0.93566,                0.87854,                0.90986,                0.69986,                0.86512,                0.59667,                0.97656,             0.00027247,             0.00027247,             0.00027247
                    171,                0.74249,                 0.4074,                0.93642,                0.94354,                 0.8836,                0.91056,                0.69589,                0.87334,                0.58709,                0.98025,             0.00026422,             0.00026422,             0.00026422
                    172,                0.73813,                0.40682,                0.92863,                0.93904,                0.88655,                0.90839,                0.69209,                0.87077,                0.58117,                0.97467,             0.00025597,             0.00025597,             0.00025597
                    173,                0.73502,                0.41512,                0.93529,                0.93341,                0.88823,                0.91032,                0.69607,                0.87534,                0.58766,                0.97555,             0.00024772,             0.00024772,             0.00024772
                    174,                0.72183,                0.40132,                0.93146,                0.93113,                0.88823,                0.91092,                0.69854,                0.87424,                0.58915,                0.97407,             0.00023946,             0.00023946,             0.00023946
                    175,                0.72227,                0.40069,                0.93248,                0.94633,                0.87963,                0.91413,                0.70775,                0.87666,                0.58613,                0.97181,             0.00023121,             0.00023121,             0.00023121
                    176,                0.72467,                0.39405,                0.93008,                0.93687,                0.86949,                0.91829,                0.70561,                0.86838,                0.57406,                 0.9657,             0.00022296,             0.00022296,             0.00022296
                    177,                0.71655,                0.39662,                0.92604,                0.94276,                0.86889,                0.91721,                0.70326,                0.87267,                0.57459,                0.96761,             0.00021471,             0.00021471,             0.00021471
                    178,                0.71864,                0.39334,                0.92855,                0.93072,                0.87052,                0.91649,                0.70165,                0.87385,                0.58004,                0.96545,             0.00020646,             0.00020646,             0.00020646
                    179,                0.70764,                0.39106,                0.92884,                0.93463,                0.87434,                0.91489,                0.70228,                0.87201,                0.57624,                0.96293,             0.00019821,             0.00019821,             0.00019821
                    180,                0.71134,                0.39617,                 0.9231,                0.93044,                0.87686,                0.91451,                0.70527,                0.87211,                0.56927,                0.96026,             0.00018995,             0.00018995,             0.00018995
                    181,                0.70849,                0.38945,                0.92322,                0.93786,                0.87158,                0.91564,                0.70397,                0.87345,                 0.5691,                0.95929,              0.0001817,              0.0001817,              0.0001817
                    182,                0.70885,                0.38851,                0.92174,                0.93004,                0.87453,                0.91459,                0.70605,                0.86903,                0.56852,                0.95571,             0.00017345,             0.00017345,             0.00017345
                    183,                0.70964,                0.40271,                0.92438,                0.94138,                0.87897,                0.91559,                0.70493,                0.87189,                0.56436,                0.96355,              0.0001652,              0.0001652,              0.0001652
                    184,                0.71075,                0.39603,                0.92612,                0.94037,                0.88292,                0.91453,                0.70441,                0.87246,                0.55386,                0.96427,             0.00015695,             0.00015695,             0.00015695
                    185,                0.70079,                0.39062,                0.92398,                0.94097,                0.88392,                0.91131,                0.70131,                0.87525,                0.55561,                0.96673,              0.0001487,              0.0001487,              0.0001487
                    186,                0.70682,                 0.3829,                0.92259,                0.94251,                0.87395,                0.91178,                 0.7014,                0.87115,                0.56353,                 0.9627,             0.00014044,             0.00014044,             0.00014044
                    187,                0.69962,                0.38815,                0.91732,                0.93971,                0.87653,                0.91219,                0.69974,                0.86835,                  0.567,                 0.9644,             0.00013219,             0.00013219,             0.00013219
                    188,                0.69968,                0.38399,                0.92325,                0.93589,                0.87714,                0.91317,                0.70384,                0.87333,                0.56499,                0.96788,             0.00012394,             0.00012394,             0.00012394
                    189,                 0.6928,                 0.3904,                0.92323,                0.93471,                0.87412,                0.91535,                0.70611,                0.87449,                0.57443,                  0.965,             0.00011569,             0.00011569,             0.00011569
                    190,                0.69932,                0.38417,                0.92339,                0.93851,                0.87447,                0.91644,                0.70873,                0.87387,                0.57362,                0.96578,             0.00010744,             0.00010744,             0.00010744
                    191,                0.67692,                 0.3448,                0.89441,                0.94604,                0.87491,                0.91928,                0.70852,                0.86978,                0.57283,                0.95946,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.67685,                0.33674,                0.89334,                0.95144,                0.87434,                0.91948,                0.70779,                0.86954,                0.57467,                0.95926,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.66886,                0.33086,                0.89105,                 0.9451,                0.87746,                0.91931,                0.70732,                0.87385,                0.58468,                0.95828,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.68906,                0.35299,                0.90859,                0.94127,                0.87897,                0.92176,                0.71146,                0.87427,                0.58299,                0.95613,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.65974,                0.32722,                 0.8861,                0.94493,                 0.8771,                0.92314,                0.71136,                0.87503,                0.57354,                0.96114,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.66276,                 0.3288,                0.88786,                0.94643,                0.87434,                0.92426,                0.71498,                0.87566,                0.57827,                0.96099,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                 0.6636,                0.32679,                0.88573,                0.94598,                0.87434,                0.92417,                 0.7131,                0.87588,                0.57355,                0.96441,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.65425,                0.32332,                 0.8899,                0.94649,                0.87669,                0.92348,                0.71553,                0.87489,                0.56982,                0.96309,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.66499,                0.33403,                0.89697,                0.94637,                0.87876,                0.92307,                0.71402,                0.87544,                0.56918,                0.96433,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.65879,                0.32934,                0.89002,                0.95207,                0.87408,                0.92274,                0.71553,                0.87437,                 0.5694,                0.96609,             2.4922e-05,             2.4922e-05,             2.4922e-05
